2010-225,SOFTWARE & CONSULTING SERVICES FOR DESIGN & IMPORTING EXISTING DATABASES,i2 INC,,,,,,
2010-226,"i2 ANALYSIS SUITE 7 PRODUCT LICENSES, MAINTENANCE & SUPPORT FOR INVESTIGATIVE ANALYSIS SOFTWARE",i2 INC,,,,,,
2010-227RQ,MEDICAL SERVICES FOR CITY EMS SYSTEM-PART B MEDICAL TRAINING,EL PASO COUNTY COMMUNITY COLLEGE DISTRICT,,,,,,
2010-227RQ,MEDICAL SERVICES FOR CITY EMS SYSTEM-PART A MEDICAL CONTROL,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,,,,,,
2010-228,EPIA-CUSTOMS BUILDING ROOF REPLACEMENT,ACCESS REMODELING & CONSTRUCTION,,,,,,
2010-229,REFUSE CONTAINERS AND LIFTERS,OTTO ENVIRONMENTAL SYSTEMS,,,,,,
2010-230,PACKMAT MOBILE ROLLER COMPACTOR,"EQUIPMENT SOUTHWEST, INC.",,,,,,
2010-231,HARRIS STREET & DRAINAGE IMPROVEMENTS,"G CONTEK, LLC",,,,,,
2010-234,PECAN GROVE #2 PARK IMPROVEMENTS,"KARLSRUHER, INC. dba CSA ENGINEERS AND CONSTRUCTORS",,,,,,
2010-235,COLONIA VERDE PARK IMPROVEMENTS,"KARLSRUHER, INC. dba CSA ENGINEERS AND CONSTRUCTORS",,,,,,
2010-236,MOSQUITO CONTROL CHEMICALS,"V1-UNIVAR USA, V2-ADAPCO, INC.",,,,,,
2010-237,HERBICIDE SPRAYING ,EVERGREEN LAWN SERVICE,,,,,,
2010-238,TELESCOPIC AERIAL PLATFORM LIFT,TIME MANUFACTURING COMPANY,,,,,,
2010-239,EXPERT WORKSTATION AND MORPHO ARCHIVE AND RETRIEVAL SYSTEM (MARS),MORPHOTRAK,,,,,,
2010-240,RIVERBED PROJECT,"CALENCE LLC , dba INSIGHT NETWORKIING",,,,,,
2010-241,DATA BACKUP SYSTEM,SIGMA SOLUTIONS INC.,,,,,,
2010-242,COAL-TAR PAVEMENT SEALER (AIRPORT GRADE),"SYH, LLC dba SEALMASTER-ALBUQUERQUE",,,,,,
2010-243,FORD MOTOR COMPANY PROPRIETARY PARTS AND SERVICE FOR MASS TRANSIT,"CASA FORD, INC.",,,,,,
2010-245,LUBRICANTS FOR TRANSIT FLEET,STEWART AND STEVENSON LLC,,,,,,
2010-246,BUS COMPONENT PARTS,"V1-MOHAWK MFG AND SUPPLY CO., V2-NEW FLYER INDUSTRIES CANADA ULC, V3-PREVOST CAR (US) INC., V4-NORTH AMERICAN BUS INDUSTIRES, INC., V5-DAIMLER BUS NORTH AMERICAN INC.",,,,,,
2010-247,MOBILE DESKTOP LIVE SCAN SYSTEMS,IDENTIX INCORPORATED,,,,,,
2010-248,AUTOCAD SOFTWARE LICENSES,"DLT SOLUTIONS, INC.",,,,,,
2010-249,POLICE PATROL MOTORCYCLES,"SANCHEZ AND SONS TRUCKING, INC dba EDGE KAWASAKI ",,,,,,
2010-252,STERLING TRUCKS PROPRIETARY PARTS,"SOUTHWEST STERLING, INC DBA SOUTHWEST TRUCK SALES OF EL PASO, TEXAS",,,,,,
2010-253,VEHICLE MOUNTED SKYCOP LICENSE PLATE READERS AND SKYCOP LPR TRAILERS,"ESI COMPANIES, INC.",,,,,,
2010-255,TRAFFIC SIGNAL UPGRADES 9 LOCATIONS,"MEDLOCK COMMERCIAL CONTRACTORS, LLC",,,,,,
2010-256,CITYWIDE REPAIR OR CONSTRUCTION OF PARKWAY STRUCTURES 2010-2012,"J.A.R. CONSTRUCTION, INC.",,,,,,
2010-257,CCTV CAMERAS AND ACCESS CONTROL SYSTEMS,ADVANCED  SECURITY CONTRACTORS-DELETED BY COUNCIL 8-17-10,,,,,,
2010-258,NEWSPAPER LEGAL NOTICES,"V1-TEXAS NEW MEXICO NEWSPAPER PARTNERSHIP dba EL PASO TIMES, V2-INVESTOR PUBLICATIONS, INC. dba EL PASO INC.",,,,,,
2010-260,311 CUSTOMER SERVICE CENTER - STAFFING AND MANAGEMENT,MOTION DATED 10-12-2010 BIDS REJECTED,,,,,,
2010-261,VETERINARY ULTRASOUND MACHINE,"UMS SOLUTIONS, INC. dba UNIVERSAL ULTRASOUND (BIOSOUND MYLAB 5 UNIT)",,,,,,
2010-262,MOTORCYCLE DIGITAL VIDEO SYSTEMS,KUSTOM SIGNALS,,,,,,
2010-263,VERSALIFT AERIAL LIFT TRUCKS,TIME MANUFACTURING COMPANY,,,,,,
2010-264,STORAGE AREA NETWORK WITH NETAPP STORAGE AND DATA MANAGEMENT SOLUTION,INX INC,,,,,,
2010-265,MEDICAL SUPPLIES AND PHARMACEUTICAL DRUGS,MOORE MEDICAL LLC,,,,,,
2010-266,MICROSOFT SOFTWARE LICENSE,DELL MARKETING LP,,,,,,
2010-267,JANITORIAL SERVICES FOR 7 TRANSFER CENTERS,TOTAL CLEANING SERVICES,,,,,,
2010-268,EPIA RUNWAY 8R-26L AND TAXIWAY L EXTENSION AND RECONSTRUCTION OF TAXIWAY W,"J.A.R. CONSTRUCTION, INC.",,,,,,
2010-269,CLARDY FOX LIBRARY ADDITION/EXPANSION,"BLAIR-HALL COMPANY, INC.",,,,,,
2010-270,REFLECTIVE SHEETING,3M COMPANY,,,,,,
2010-271,CLINT LANDFILL GAS RECOVERY SYSTEM PHASE I,"STEARNS, CONRAD AND SCHMIDT, CONSULTING ENGINEERS, INC.",,,,,,
2010-272,HORIZON SOFTWARE AND OTHER SIRSIDYNIX SOFTWARE,SIRSDYNIX CORPORATION,,,,,,
2010-273,ROLLOFF TRUCKS,"RJ BORDER MANAGEMENT, LLC dba BORDER INTERNATIONAL TRUCKS",,,,,,
2010-275,STRUCTURED CABLING SERVICES,INNOVATIVE PBX SERVICES INC.,,,,,,
2010-276,VEHICLES - CITY FLEET,"V1-RUDOLPH CHEVROLET LLC,(TERMED FOR CONVENIENCE, EFF. 7-12-11) V2-CASA FORD, INC.",,,,,,
2010-277,HIDDEN VALLEY PARK IMPROVEMENTS PHASE II,"TRIPLE J EXCAVATION, INC.",,,,,,
2010-278,POLICE DEPARTMENT EXPLOSIVE MAGAZINE STORAGE FACILITY-RE-BID,"SMART CONSTRUCTION MANAGERS, LLC",,,,,,
2010-279,CHUCK HEINRICH PARK IRRIGATION PROJECT,"ACCENT LANDSCAPE CONTRACTORS, INC.",,,,,,
2010-280,NIP ROUND 3 SIDEWALKS,"J.A.R. CONCRETE, INC. dba J.A.R. CONSTRUCTION, INC.",,,,,,
2010-282,TEMPORARY PERSONNEL SUPPORT SERVICES ,OUTSOURCE CONNECTION INC,,,,,,
BV,MASS TRANSIT DEPARTMENT (SUN METRO) JANITORIAL SERVICES,EAGLE JANITORIAL SERVICES,,,,,,
LB,BUS TRANSMISSION COMPONENTS,V1: DARTCO TRANSMISSION SALES AND SERVICE INC., V2: DEFEO MANUFACTURING, V3: MOHAWK MANUFACTURING & SUPPLY, V4: RUSH TRUCK CENTER OF TX, V5: STEWART & STEVENSON POWER PRODUCTS LLC,,
LB,DELCO PROPRIETARY ALTERNATORS,ALTERNATOR SERVICE INC.,,,,,,
LB,GMC/CHEVROLET - PROPRIETARY PARTS & SERVICE,RUSH TRUCK CENTER OF TEXAS LP dba RUSH TRUCK CENTER EL PASO,,,,,,
RFP,TEMPORARY PERSONNEL BACKUP SERVICE FOR VARIOUS DEPTS,"TEMPORARY ALTERNATIVES, INC. dba dmDICKASON PERSONNAL SERVICES",,,,,,
YEAR & N0.,CONTRACT LIST FOR 2010 DESCRIPTION,CONTRACTOR,,,,,,
2010 NO BID #,POINT OF DISPENSING SITES-PODS,ACCU-LOGISTICS LLC,,,,,,
2010 NO BID #,QUANTIFERON TB GOLD HA TUBES,CELLESTIS INC,,,,,,
2010 NO BID #,ACCELA CONCURRENT USE LICENSE,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC (ERSI),,,,,,
2010 NO BID #,EROUTE LOGISTICS SOFTWARE ANNUAL MAINTENANCE AND SUPPORT- PERIOD:04-1-2010 TO 03-31-2011,INSTITUTE OF INFORMATION TECHNOLOGY INC,,,,,,
2010 NO BID #,PHOTOMETER CALIBRATOR,TANABYTE ENGINEERING INC,,,,,,
2010 NO BID #,CARBON MONOXIDE ANALYZER,TELEDYNE ADVANCED POLLUTION INSTRUMENTATION INC,,,,,,
2010-001,FBO RAMP & TOWER AREA PAVEMENT IMPROVEMENTS,"J.A.R. CONSTRUCTION, INC.",,,,,,
2010-003,VEHICLES - POLICE DEPARTMENT,CASA FORD  ,,,,,,
2010-004,JANITORIAL SERVICES - VETERAN'S (NORTHEAST) RECREATION CENTER,CAREFREE JANITORIAL SERVICES,,,,,,
2010-006,POLICE UNIFORMS,"V1-UNIFORMS OF TEXAS, V2-UNIFORMS OF TEXAS ALTERNATE  #1 (ASSIGNED TO PREMIER UNIFORMS )",,,,,,
2010-007,STRESS MANAGEMENT SERVICES ,AWARD DELETED BY COUNCIL,,,,,,
2010-008,SCRAP METAL RECYCLING SERVICES,"LUCERO SCRAP, LLC",,,,,,
2010-009,RENTAL OF PORTABLE RESTROOMS,"HOT PROPERTIES, INC. dba SARABIA'S PORTABLE JONS & BLUE SANITATION",,,,,,
2010-010,UNPAVED RIGHTS OF WAY PHASE III,"ZTEX CONSTRUCTION, INC.",,,,,,
2010-011,"EMERGENCY LIGHTING, WARNING AND COMMUNICATION MOUNTING EQUIPMENT AND INSTALLATION","ALAMO INDUSTRIES, INC.            dba ALAMO AUTO SUPPLY",,,,,,
2010-012,BUS RADIATOR AND AIR CHARGE COOLER SERVICES,"EMMET RADIATOR SERVICE, INC.",,,,,,
2010-015,BODY ARMOR,UNIFORMS OF TEXAS,,,,,,
2010-017,AVIATION FUEL,CUTTER AVIATION,,,,,,
2010-020,BUILDING SPACE RENTAL - NORTH/CENTRAL WIC CLINIC,ROBERT MALOOLY,,,,,,
2010-021,STERLING TRUCKS PROPRIETARY PARTS,SOUTHWEST STERLING INC. dba SOUTHWEST TRUCK SALES,,,,,,
2010-022,TENNANT PROPRIETARY PARTS,TENNANT SALES AND SERVICE COMPANY,,,,,,
2010-023,POOL CHEMICALS,"VENDOR 1:  BARON CHEMICAL CO., INC.; VENDOR 2: MAYFIELD POOL SUPPLY; VENDOR 3: TRIPLE S JANITORIAL SUPPLIES",,,,,,
2010-024,CRACK SEALER / MELTER APPLICATOR,CIMLINE INC.,,,,,,
2010-025,VACUUM RIDER SWEEPERS,NILFISK-ADVANCE INC.,,,,,,
2010-026,TRANE HVAC SYSTEMS PROPRIETARY PARTS AND SERVICE,"TRANE US, INC.",,,,,,
2010-027,TRAFFIC CABINETS,TRAFFIC CABINETS,,,,,,
2010-029,CNG OPTION BUSES,"NORTH AMERICAN BUS INDUSTRIES, INC. (NABI)",,,,,,
2010-030,FRONT LOADER,"SIERRA MACHINERY, INC.",,,,,,
2010-031,GRAFFITI REMOVAL TRUCK,"CASA FORD, INC.",,,,,,
2010-032,eCIVIS GRANTS RESEARCH AND GRANTS TRACKING AND REPORTING SOFTWARE,"eCIVIS, INC.",,,,,,
2010-033,TRAFFIC SIGNAL CABLES,PAIGE ELECTRIC CO.,,,,,,
2010-034,ELEVATOR MAINTENANCE,"KONE, INC.",,,,,,
2010-035,PROFESSIONAL EXTERIOR WINDOW WASHING,INTERNATIONAL BUILDING SERVICES,,,,,,
2010-036,GROUNDS MAINTENANCE - CITY MEDIANS,"VENDOR 1: DELTA UNLIMITED, INC.; VENDOR 2: RANSOM LAWN SERVICE, INC.",,,,,,
2010-037,ORACLE SOFTWARE COMPONENTS INCLUDING PEOPLESOFT ERP SERVICES AND UNIVERSAL CONTENT MANAGEMENT,ORACLE USA INC.,,,,,,
2010-038,UNIFORMS ,BAZAAR UNIFORMS,,,,,,
2010-039,SOFTWARE COMPONENTS,TIBURON SOFTWARE,,,,,,
2010-042,BUS SHELTERS (RE-BID),BRASCO INTERNATIONAL,,,,,,
2010-044,MOBILE EOD COMMAND CENTER,"LDV, INC.",,,,,,
2010-045,INSTALLATION OF INDOOR AND OUTDOOR WIRELESS COMMUNICATIONS,"INX, INC.",,,,,,
2010-046,ACCU-TAB BLUE SI TABLETS,D. GILMORE DISTRIBUTING dba TRIPLE S JANITORIAL SUPPLIES,,,,,,
2010-047,"MISCELLANEOUS INDUSTRIAL SUPPLIES, HARDWARE & EQUIPMENT",W.W. GRAINGER,,,,,,
2010-048,"2"" GALVANIZED SIGNPOSTS","VEND 1) ALLIED TUBE & CONDUIT CORPORATION, VEND 2)CENTERLINE SUPPLY",,,,,,
2010-050,MAINTENANCE SERVICES OF ILEAD SOFTWARE,INTERGRAPH CORPORATION,,,,,,
2010-051,"REPAIR, REHABILITATION AND/OR DEMOLITION OF HOMES UNDER THE NEIGHBORHOOD STABILIZATION PROGRAM (NSP)","POWERS GENERAL CONTRACTORS, RAYCO CONSTRUCTION AND BASIC IDIQ",,,,,,
2010-052,H1N1 IMMUNIZATIONS,MAXIM HEALTHCARE,,,,,,
2010-053,PURCHASE AND INSTALL HVAC EQUIPMENT,TRANE BUILDING SERVICES,,,,,,
2010-054,PLAYGROUND EQUIPMENT:  PARKS AND RECREATION AND FIELD LIGHTING PRODUCTS AND INSTALLATION,THE PLAYWELL GROUP,,,,,,
2010-055,PLAYGROUND EQUIIPMENT:  PARKS AND RECREATION AND FIELD LIGHTING PRODUCTS AND INSTALLATION,"EXERPLAY, INC.",,,,,,
2010-056,PLAYGROUND EQUIPMENT:  PARKS AND RECREATION AND FIELD LIGHTING PRODUCTS AND INSTALLATION,PLAYPOWER LT FARMINGTON INC. / ALL PLAY INC.,,,,,,
2010-057,POLICE WEAPONS - M-4 CARBINE STYLE RIFLES,"GT DISTRIBUTORS, INC.",,,,,,
2010-058,EPIA BAGGAGE MAKE-UP CANOPY,"BLAIR-HALL COMPANY, INC",,,,,,
2010-059,HAZARDOUS DUTY ROBOTS FOR BOMB SQUAD,REMOTEC,,,,,,
2010-060,RACKVISION VEHICLE IMAGING VIDEO DETECTION SYSTEM,PARADIGM TRAFFIC SYSTEMS INC.,,,,,,
2010-061,ENGLISH LANGUAGE ADULT AND JUVENILE BOOKS,BAKER & TAYLOR,,,,,,
2010-062R,"DEFENSIVE TACTICS, ARREST AND CONTROL PROGRAM","L. HICKS, INC.",,,,,,
2010-063,PETERBILT PROPRIETARY PARTS,RUSH TRUCK CENTERS OF TEXAS LP dba RUSH TRUCK CENTER EL PASO,,,,,,
2010-064,PRO-PATCH ASPHALT POTHOLE PATCHER,"H.D. INDUSTRIES, INC.",,,,,,
2010-065,ELGIN SWEEPER PROPRIETARY PARTS,"KINLOCH EQUIPMENT & SUPPLY, INC.",,,,,,
2010-066,"AUDIO / VISUAL MATERIALS - ALL LANGUAGES, ADULT AND JUVENILE",BAKER & TAYLOR,,,,,,
2010-067,SECURITY GUARD SERVICES - EL PASO INTERNATIONAL BRIDGES,"RUIZ PROTECTIVE SERVICES, INC.",,,,,,
2010-068,"UNIFORMS, SHOES AND RELATED ITEMS",BAZAAR UNIFORMS & MEN'S STORE DBA WORKWEAR SAFETY SHOES,,,,,,
2010-069,NABI BUS COMPONENTS,NABI (NORTH AMERICAN BUS INDUSTRIES INC.),,,,,,
2010-070,PLUMBING HVAC PARTS AND SUPPLIES AND IRRIGATION AND HARDWARE SUPPLIES AND SERVICES,VENDOR 1:  DALE BOREN SERVICE SUPPLY INC., VENDOR 2:  EL PASO BOLT & SCREW INC., VENDOR 3:  JOHN STONE SUPPLY, VENDOR 4:  EWING IRRIGATION, VENDOR 5:  AMERICAN REFRIGERATION SUPPLIES INC.,,
2010-071,SALE OF REAL PROPERTY - 800 S. PIEDRAS (AKA 2914 PAISANO),CHECK WAS DELIVERED TO CAPITAL ASSETS BY MP ON 4/13/10,,,,,,
2010-072,ESRI SOFTWARE MAINTENANCE AND SUPPORT,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC (ERSI),,,,,,
2010-073,AUTOCAD SOFTWARE MAINTENANCE AND SUPPORT,"DLT SOLUTIONS, INC.",,,,,,
2010-074,"VEHICLE BODY REPAIR, PAINTING, AND DETAILING","ADVANCED AUTO COLLISION REPAIR CENTER, INC.",,,,,,
2010-075,SOFTWARE LICENSE IMPLEMENTATION AND FIRST YEAR MAINTENANCE,GTSI CORPORATION,,,,,,
2010-077,STREET CONSTRUCTION MATERIALS,"VENDOR 1:  CEMEX MATERIALS SOUTH, LLC; VENDOR 2:  JOBE MATERIALS, L.P.",,,,,,
2010-078,INSTALLATION OF VIDEO SECURITY CAMERA SYSTEMS AT MULTIPLE REC CENTERS,ADVANCED SECURITY CONTRACTORS,,,,,,
2010-079,JANITORIAL SERVICES - MUNICIPAL COURT,TOTAL CLEANING SERVICES,,,,,,
2010-081,BLUEPRINT DUPLICATION AND PRINTING SERVICES,"P3001, LLC",,,,,,
2010-082R,VEHICLE RENTAL CONCESSIONAIRE,ADVANTAGE RENT A CAR,,,,,,
2010-083,PURCHASE AND INSTALLATION OF 25 UNITS IN THE 400 SERIES BUSES AND RELATED SPARE PARTS,TRAPEZE ITS USA LLC,,,,,,
2010-084,AMMUNITION,BARNEY'S INC. AND PRECISION DELTA CORP.,,,,,,
2010-085R,ENERGY OPERATIONAL SAVINGS PROGRAM,"JOHNSON CONTROLS, INC.",,,,,,
2010-086,TRANSPORT CARTS,"VENDOR 1:  MEDLEY MATERIAL HANDLING (ALTERNATE BID); VENDOR 2:  GREEN GO TEK, LLC (ALTERNATE BID); VENDOR 3:  FMH MATERIAL HANDLING SOLUTIONS,INC.",,,,,,
2010-087,SPEED HUMPS AND SPEED CUSHIONS,TRAFFIC LOGIX,,,,,,
2010-088,DELL COMPUTER AND EQUIPMENT PRODUCTS,"CHECKPOINT SERVICES, INC.",,,,,,
2010-089,CARRIER ASSEMBLY,"VENDOR 1: TRUCK TRAILER TRANSIT, INC.; VENDOR 2:  NEW FLYER INDUSTRIES CANADA ULC",,,,,,
2010-090,PROFESSIONAL AUDIO/VIDEO TELECOMMUNICATIONS AND SECURITY UPGRADE - FIRE DEPARTMENT EMERGENCY OPERATION CENTER,"VISUAL INNOVATIONS COMPANY, INC.",,,,,,
2010-091,BUS ENGINE EXCHANGE PROGRAM,"CUMMINS ROCKY MOUNTAIN, LLC",,,,,,
2010-092,HOMELAND SECURITY AND PUBLIC SAFETY EQUIPMENT AND RELATED SERVICES,"HAGEMEYER N. AMERICA, INC.",,,,,,
2010-093,AVL SOFTWARE LICENSE FOR AMBER ONSTREET SIGNS,TRAPEZE ITS USA LLC,,,,,,
2010-094,FLEET VEHICLES,"CASA FORD, INC.",,,,,,
2010-095,DISPOSAL OF WASTE TIRES,"CHAPARRAL SAND & GRAVEL, LLC",,,,,,
2010-096,FATHER PETE MARTINEZ SENIOR CITIZEN CENTER ADDITION,CK CONSTRUCTION INC.,,,,,,
2010-097,UPPER VALLEY DRAINAGE IMPROVEMENTS PHASE 4 (LINDBERGH-EQUESTRE),"J.A.R. CONSTRUCTION, INC.",,,,,,
2010-100R,ON-SITE WELLNESS CLINICS,"H2U WELLNESS CENTERS, LLC dba FIRST ONSITE",,,,,,
2010-101,PARKS UPGRADE 2009,A & R CONTRACTORS,,,,,,
2010-102,AUXILIARY GENERATOR MAINTENANCE,"CUMMINS ROCKY MOUNTAIN, LLC",,,,,,
2010-103,"DOORS, FRAMES, ACCESSORIES AND INSTALLATION","RAWSON BUILDERS SUPPLY OF TEXAS, INC.",,,,,,
2010-104,COLLECTION OF DELINQUENT TAXES,"DELGADO, ACOSTA, SPENCER, LINEBARGER & PEREZ, LLP",,,,,,
2010-105,COMPUTER SYSTEM LICENSE AND MAINTENANCE AGREEMENT,APPRAISAL AND COLLECTION TECHNOLOGIES,,,,,,
2010-106,ELECTRONIC TICKETING HANDHELD DEVICES,"ADVANCED PUBLIC SAFETY, INC.",,,,,,
2010-107,WORK UNIFORMS AND SHOES,"BAZAAR UNIFORMS & MEN'S STORE, LEHIGH SAFETY SHOE COMPANY, NORTHERN IMPORTS, INC. D/B/A WORK WEAR SAFETY SHOES",,,,,,
2010-108,META/MORPHO AUTOMATED FINGERPRINT IDENTIFICATION SYSTEM (AFIS),MORPHOTRAK,,,,,,
2010-109,DETROIT DIESEL PROPRIETARY PARTS AND SERVICE,"STEWART AND STEVENSON, LLC",,,,,,
2010-110R,COMPREHENSIVE LOSS CONTROL PROGRAM,"RISK AND INSURANCE MANAGEMENT CONSULTANTS, INC.",,,,,,
2010-111,UNIFORM RENTAL SERVICE,PRUDENTIAL OVERALL SUPPLY,,,,,,
2010-112,ITS EXPANSION PHASE I,"TRI-STATE ELECTRIC, LTD.",,,,,,
2010-113,VIDEO SURVEILLANCE AND COUNT STATIONS 2009,HIGHWAY INTELLIGENT TRAFFIC SYSTEMS CORP.,,,,,,
2010-114,SPORTS FIELD LIGHTING FOR NORTHEAST REGIONAL PARK SOCCER FIELDS,MUSCO SPORTS LIGHTING LLC,,,,,,
2010-115,ZF TRANSMISSION PROPRIETARY PARTS & SERVICE ,"HARBOR DIESEL AND EQUIPMENT, INC.",,,,,,
2010-116,PARTS WASHER RENTAL SERVICE,NCH CORPORATION CHEMSEARCH DIVISION,,,,,,
2010-117,OREGON STREET REHABILITATION,C.F. JORDAN CONSTRUCTION LLC,,,,,,
2010-118,OPEN VISION LT C-ARM VIDEO X-RAY SYSTEM,ENVISION PRODUCT DESIGN LLC,,,,,,
2010-119,EOD 9 BOMB SWEEPS AND HELMET ENSEMBLES,ALLEN VANGUARD TECHNOLOGIES INC.,,,,,,
2010-120,"POLICE MOTORCYCLES PARTS, SERVICE AND MAINTENANCE","CONSENT TO ASSIGNMENT TO VIVA POWERSPORTS, LLC                    PREVIOUSLY - SANCHEZ AND SONS TRUCKING, INC dba EDGE KAWASAKI - ",,,,,,
2010-122,MINOR CONSTRUCTION & REPAIR- CITY-OWNED FACILITIES,"POWERS GENERAL , INC.; BASIC IDIQ, INC.; RAYCO CONSTRUCTION, INC.",,,,,,
2010-123,"HIGH PRESSURE COUPLED HOSE LINE,  HOSE MACHINES RENTAL AND FIELD SERVICE",GRANBERRY SUPPLY CORP dba HOSEPOWER USA,,,,,,
2010-124,MOBILE INCIDENT COMMAND VEHICLE,SPECTRUM WIRELESS INC. DBA COMTEX COMMUNICATIONS,,,,,,
2010-125,UPGRADE OF CAT4500 SERIES COMMUNICATIONS SYSTEM,"INX, INC.",,,,,,
2010-126,FLEETFOCUS FLEET MANAGEMENT SOFTWARE,"TRAPEZE ASSET SOLUTIONS, INC. DBA ASSETWORKS, INC.",,,,,,
2010-127,HUECO MOUNTAIN PARK IMPROVEMENTS,"MARTINEZ BROS. CONTRACTORS, LLC",,,,,,
2010-128,FACILITY REHABILITATIONS - ROOFS,CASPIAN CONSTRUCTION COMPANY,,,,,,
2010-129,INSTALLATION OF VIDEO SECURITY CAMERA SYSTEMS AT VARIOUS SUN METRO LOCATIONS,"ADVANCED SECURITY CONTRACTORS, INC.",,,,,,
2010-130,TWO PARALLELOGRAM LIFTS AND ACCESSORIES,DOVER INDUSTRIAL PRODUCTS ROTARY LIFT DIVISION,,,,,,
2010-131,TWELVE 2010 FORD E350 SUPER CLUB VANS,CHASTANG'S BAYOU CITY FORD,,,,,,
2010-132,ADVANCED DISASTER MANAGEMENT SIMULATOR TEAM TRAINING SYSTEM,ENVIRONMENTAL TECTONICS CORPORATION,,,,,,
2010-133,INTERNET SERVICE  ,TW TELECOM (TIME WARNER),,,,,,
2010-134,FIELD COMPUTERS FOR INSPECTION DIVISIONS,"INGRAM USER INTERFACE, LLC",,,,,,
2010-135,WHEEL AND AXLE ALIGNMENT AND SUSPENSION PARTS AND SERVICE,"V1-DALTON BRAKE AND WHEEL, V2-STANLEY SPRING AND SUSPENSION",,,,,,
2010-136,NAVISTAR (INTERNATIONAL)  PROPRIETARY PARTS AND SERVICE,"RJ BORDER MANAGEMENT, LLC",,,,,,
2010-140,TWO (2) EOD 9 BOMB SUIT AND HELMET ENSEMBLES AND TWO (2) SRS 5 SUIT AND HELMET ENSEMBLES,ALLEN VANGUARD TECHNOLOGIES INC.,,,,,,
2010-141,PANASONIC TOUGH BOOK MOBILE COMPUTER TERMINALS AND VEHICLE MOUNTING HARDWARE,PORTABLE COMPUTER SYSTEMS,,,,,,
2010-142,TRAIN CROSSING EQUIPMENT AND ACCESSORIES,DENNIS EVERS ENTERPRISES LLC,,,,,,
2010-143,CRACK SEALER (EZ SERIES II 1500),CRAFCO INC.,,,,,,
2010-145,LIGHT FIXTURES FOR FIXED BASE OPERATOR AIRCRAFT PARKING APRON,"CONSOLIDATED ELECTRICAL DISTRIBUTORS, INC.",,,,,,
2010-146,"HEATING, VENTILATION, AIR CONDITIONING (HVAC) REPLACEMENT AND RENNOVATION  AT THE MUNICIPAL SERVICE CENTER OPERATIONS COMPLEX (MSC-OPS) BUILDING I","JOHNSON CONTROLS, INC.",,,,,,
2010-147,LIFEPAK1000 DEFIBRILLATOR AND LIFEPAK12 DEFIBRILLATOR/MONITORS,"PHYSIO-CONTROL, INC., A DIVISION OF MEDTRONIC, INC.",,,,,,
2010-148,SAIPAN - LEDO POND DESIGN,"MARTINEZ BROS. CONTRACTORS, LLC",,,,,,
2010-150,JANITORIAL SERVICES - POLICE DEPARTMENT FACILITIES,THE EAGLE JANITORIAL SERVICES,,,,,,
2010-151,ALUMINUM SIGN BLANKS,"VULCAN, INC.-TERMINATED FOR CONVENIENCE 4-12-11",,,,,,
2010-152,HERBICIDE SPRAYING CITYWIDE RIGHT OF WAYS,"H. REPAIR SOLUTIONS, INC./VENDOR DEFAULTED",,,,,,
2010-155,BUS SHELTER CLEANING,"FLEETWASH, INC.",,,,,,
2010-156,POLICE UNIFORM ACCESSORIES,"V1-UNIFORMS OF TEXAS(ASSIGNED TO PREMIER UNIFORMS),  V2-ON TIME EMBROIDERY, V3-MTM RECOGNITION, V4-ROCKS-AKA-SCHOOL WEAR/dba ROBERT SIMPSON ",,,,,,
2010-157,FURNITURE FOR MSC BUILDING 1 RENOVATION,FACILITIES CONNECTION,,,,,,
2010-158,"PAINT, TRAFFIC AND AIRFIELD MARKING, TYPE II WATERBORNE","ENNIS PAINT, INC.",,,,,,
2010-159,NEIGHBORHOOD TRAFFIC MANAGEMENT PROGRAM 2010,"MARTINEZ BROS. CONTRACTORS, LLC",,,,,,
2010-160,NEIGHBORHOOD TRAFFIC MANAGEMENT PROGRAM 2010A,"MARTINEZ BROS. CONTRACTORS, LLC",,,,,,
2010-161,SECURITY GUARD SERVICES,"RUIZ PROTECTIVE SERVICES, INC.",,,,,,
2010-162,GROUNDS MAINTENANCE FOR EL PASO CITY PARKS - MOWING,LEDESMA'S,,,,,,
2010-163R,FINE ARTS MUSEUM INSURANCE,HUNTINGTON T. BLOCK INSURANCE AGENCY INC.,,,,,,
2010-164,IDMX PHOTO ID SOFTWARE,ID CARD TECHNOLOGY CORPORATION,,,,,,
2010-165,STRUCTURED CABLING SERVICES,TRANSAMERICAN COMMUNICATIONS INC.,,,,,,
2010-166,CONTINUED ORACLE SERVICES & SUPPORT FOR THE ORACLE BUSINESS INTELLIGENCE SOFTWARE FOR EPPD,MYTHICS INC.,,,,,,
2010-168,2010 SIDEWALK GAP PROGRAM,LOMELI & SONS LANDSCAPING CO.,,,,,,
2010-170,INTERNATIONAL BRIDGES - STANTON TOLL AND PASO DEL NORTE FACILITY PROJECT,"URBAN ASSOCIATES, INC.",,,,,,
2010-171,TICKET VENDING MACHINES FOR MISSION VALLEY AND GLORY ROAD TRANSFER CENTERS,GFI GENFAIRE,,,,,,
